index,epoch,r@1,r@2,r@4,r@8,NMI,lr,scl_x,scl_p,sz_emb,seed
4,2,0.4387238352464551,0.5612761647535449,0.6885550303848751,0.7957461174881837,,1,3.0,3.0,64,0
4,3,0.4583051991897367,0.5805199189736664,0.6904118838622553,0.7940580688723835,,1,3.0,3.0,64,0
4,4,0.4770425388251182,0.5987508440243079,0.7147197839297772,0.812288993923025,,1,3.0,3.0,64,0
4,5,0.4787305874409183,0.6046590141796083,0.7288993923024983,0.8251181634031061,,1,3.0,3.0,64,0
4,6,0.5077650236326806,0.6237339635381499,0.7354827819041189,0.8301823092505064,,1,3.0,3.0,64,0
4,7,0.4986495611073599,0.6264348413234301,0.7364956110735992,0.8305199189736664,,1,3.0,3.0,64,0
4,8,0.4920661715057394,0.6146185010128292,0.7290681971640783,0.824105334233626,,1,3.0,3.0,64,0
4,9,0.4966239027683997,0.6272788656313302,0.7445982444294396,0.8313639432815665,,1,3.0,3.0,64,0
5,0,0.2960837272113437,0.40783254557731263,0.5415259959486833,0.6711681296421337,,1,3.0,8.0,64,0
5,1,0.33929777177582715,0.4584740040513167,0.5830519918973667,0.7086428089128967,,1,3.0,8.0,64,0
5,2,0.36174881836596895,0.487677245104659,0.6125928426738689,0.7285617825793382,,1,3.0,8.0,64,0
5,3,0.3938217420661715,0.5182309250506415,0.6416272788656313,0.7493247805536799,,1,3.0,8.0,64,0
5,4,0.3958474004051317,0.5273463875759622,0.6439905469277515,0.761647535449021,,1,3.0,8.0,64,0
5,5,0.29439567859554355,0.4150911546252532,0.5418636056718433,0.6655975692099932,,1,3.0,8.0,64,0
5,6,0.37322754895340987,0.4981431465226199,0.6183322079675895,0.7353139770425389,,1,3.0,8.0,64,0
5,7,0.3901080351114112,0.5138419986495611,0.6443281566509116,0.7535449020931803,,1,3.0,8.0,64,0
5,8,0.4029372045914921,0.5278528021607022,0.6559756920999325,0.761647535449021,,1,3.0,8.0,64,0
5,9,0.4220121539500338,0.5524983119513842,0.6709993247805537,0.7783592167454423,,1,3.0,8.0,64,0
6,0,0.3690074274139095,0.4927413909520594,0.6316677920324105,0.7508440243079001,,1,8.0,1.0,64,0
6,1,0.4090141796083727,0.5395003376097232,0.6672856178257934,0.7803848750844025,,1,8.0,1.0,64,0
6,2,0.4890276839972991,0.62542201215395,0.7432478055367995,0.8313639432815665,,1,8.0,1.0,64,0
6,3,0.4994935854152601,0.6269412559081702,0.7410533423362593,0.8340648210668468,,1,8.0,1.0,64,0
6,4,0.5119851451721811,0.6406144496961512,0.7447670492910196,0.8310263335584065,,1,8.0,1.0,64,0
6,5,0.5265023632680621,0.6475354490209319,0.7545577312626603,0.8398041863605672,,1,8.0,1.0,64,0
6,6,0.5189061444969615,0.6453409858203917,0.7567521944632005,0.8436866981769074,,1,8.0,1.0,64,0
6,7,0.5261647535449021,0.649898717083052,0.7599594868332208,0.8467251856853477,,1,8.0,1.0,64,0
6,8,0.5207629979743417,0.6487170830519919,0.7653612424037812,0.8517893315327482,,1,8.0,1.0,64,0
6,9,0.5160364618501013,0.6478730587440918,0.7569209993247805,0.8419986495611074,,1,8.0,1.0,64,0
7,0,0.2759959486833221,0.3904456448345712,0.5197501688048616,0.6468602295746118,,1,8.0,3.0,64,0
7,1,0.3460499662390277,0.4662390276839973,0.5953747467927076,0.7234976367319379,,1,8.0,3.0,64,0
7,2,0.3583727211343687,0.4846387575962188,0.6087103308575287,0.7253544902093181,,1,8.0,3.0,64,0
7,3,0.3669817690749493,0.4974679270762998,0.62542201215395,0.7435854152599595,,1,8.0,3.0,64,0
7,4,0.4113774476704929,0.5400067521944631,0.6601958136394328,0.7685685347738015,,1,8.0,3.0,64,0
7,5,0.3769412559081702,0.5037137069547603,0.6250844024307901,0.7481431465226198,,1,8.0,3.0,64,0
7,6,0.4287643484132343,0.5528359216745442,0.6806212018906145,0.7832545577312626,,1,8.0,3.0,64,0
7,7,0.4235313977042539,0.549122214719784,0.675388251181634,0.7817353139770425,,1,8.0,3.0,64,0
7,8,0.4252194463200541,0.5516542876434841,0.6725185685347738,0.7746455097906819,,1,8.0,3.0,64,0
7,9,0.43703578663065495,0.5597569209993247,0.6812964213369345,0.787305874409183,,1,8.0,3.0,64,0
8,0,0.060094530722484815,0.10567184334908844,0.17471303173531394,0.27312626603646184,,1,8.0,8.0,64,0
8,1,0.011309925725860905,0.024139095205941933,0.046083727211343684,0.09047940580688724,,1,8.0,8.0,64,0
8,2,0.02548953409858204,0.04557731262660365,0.08102633355840648,0.1401080351114112,,1,8.0,8.0,64,0
8,3,0.02042538825118164,0.03612424037812289,0.06296421336934503,0.1137744767049291,,1,8.0,8.0,64,0
8,4,0.02667116812964213,0.046083727211343684,0.08068872383524646,0.137575962187711,,1,8.0,8.0,64,0
8,5,0.02261985145172181,0.039669142471303175,0.07596218771100607,0.1325118163403106,,1,8.0,8.0,64,0
8,6,0.02194463200540176,0.04473328831870358,0.07545577312626604,0.13909520594193112,,1,8.0,8.0,64,0
8,7,0.02447670492910196,0.045408507765023635,0.08406482106684672,0.15074274139095206,,1,8.0,8.0,64,0
8,8,0.03038487508440243,0.053679945982444285,0.09537474679270763,0.16103983794733287,,1,8.0,8.0,64,0
8,9,0.023801485482781902,0.04810938555030385,0.09081701553004727,0.1549628629304524,,1,8.0,8.0,64,0
9,0,0.424881836596894,0.550641458474004,0.6728561782579339,0.7797096556380824,,10,1.0,1.0,64,0
9,1,0.4260634706279541,0.5580688723835247,0.6801147873058744,0.7851114112086428,,10,1.0,1.0,64,0
9,2,0.4112086428089129,0.5395003376097232,0.6698176907494936,0.7790344361917623,,10,1.0,1.0,64,0
9,3,0.412390276839973,0.5361242403781229,0.6553004726536125,0.7626603646185011,,10,1.0,1.0,64,0
9,4,0.3914584740040513,0.5145172180958811,0.6389264010803511,0.74983119513842,,10,1.0,1.0,64,0
9,5,0.4064821066846725,0.5297096556380824,0.6483794733288318,0.7554017555705604,,10,1.0,1.0,64,0
9,6,0.3894328156650912,0.5123227548953411,0.6303173531397704,0.7456110735989196,,10,1.0,1.0,64,0
9,7,0.3690074274139095,0.4942606347062796,0.6215395003376097,0.7319378798109386,,10,1.0,1.0,64,0
9,8,0.3674881836596894,0.4799122214719784,0.6051654287643484,0.7169142471303174,,10,1.0,1.0,64,0
9,9,0.3705266711681297,0.4903781228899392,0.6109047940580689,0.7263673193787981,,10,1.0,1.0,64,0
10,0,0.4395678595543552,0.5717420661715057,0.6882174206617151,0.7957461174881837,,10,1.0,3.0,64,0
10,1,0.4957798784604997,0.6186698176907495,0.7353139770425389,0.8327143821742066,,10,1.0,3.0,64,0
10,2,0.4964550979068197,0.62525320729237,0.7267049291019582,0.8214044564483457,,10,1.0,3.0,64,0
10,3,0.5027008777852802,0.6227211343686698,0.7358203916272789,0.824780553679946,,10,1.0,3.0,64,0
10,4,0.49983119513842,0.62542201215395,0.7348075624577988,0.8203916272788656,,10,1.0,3.0,64,0
10,5,0.5045577312626603,0.6323430114787306,0.7334571235651587,0.8214044564483457,,10,1.0,3.0,64,0
10,6,0.4794058068872383,0.6043214044564483,0.7106684672518568,0.8014854827819041,,10,1.0,3.0,64,0
10,7,0.4713031735313977,0.5911546252532073,0.6956448345712356,0.7883187035786631,,10,1.0,3.0,64,0
10,8,0.4572923700202566,0.5793382849426063,0.6934503713706954,0.7918636056718433,,10,1.0,3.0,64,0
10,9,0.4691087103308576,0.5892977717758271,0.7061107359891965,0.7979405806887239,,10,1.0,3.0,64,0
11,0,0.3627616475354489,0.4810938555030385,0.6092167454422688,0.7324442943956786,,10,1.0,8.0,64,0
11,1,0.4024307900067522,0.5285280216070223,0.6590141796083727,0.7734638757596218,,10,1.0,8.0,64,0
11,2,0.4469952734638757,0.576130992572586,0.6909182984469953,0.7943956785955435,,10,1.0,8.0,64,0
11,3,0.4745104659014179,0.6026333558406483,0.7175894665766374,0.8214044564483457,,10,1.0,8.0,64,0
11,4,0.4971303173531398,0.6294733288318703,0.7373396353814989,0.8342336259284268,,10,1.0,8.0,64,0
11,5,0.5052329507089804,0.6340310600945307,0.7454422687373397,0.8409858203916273,,10,1.0,8.0,64,0
11,6,0.4988183659689399,0.6215395003376097,0.7305874409182984,0.8303511141120864,,10,1.0,8.0,64,0
11,7,0.5042201215395004,0.6303173531397704,0.7439230249831195,0.8298446995273464,,10,1.0,8.0,64,0
11,8,0.5160364618501013,0.6401080351114112,0.7596218771100608,0.8472316002700878,,10,1.0,8.0,64,0
11,9,0.5239702903443619,0.6490546927751519,0.7532072923700203,0.8411546252532073,,10,1.0,8.0,64,0
12,0,0.4547602970965564,0.587440918298447,0.7089804186360568,0.8084064821066846,,10,3.0,1.0,64,0
12,1,0.4853139770425388,0.6137744767049291,0.725185685347738,0.824105334233626,,10,3.0,1.0,64,0
12,2,0.5128291694800811,0.6311613774476705,0.737677245104659,0.824780553679946,,10,3.0,1.0,64,0
12,3,0.4991559756920999,0.6233963538149899,0.7316002700877785,0.824780553679946,,10,3.0,1.0,64,0
12,4,0.4821066846725186,0.6022957461174882,0.7115124915597569,0.8073936529372046,,10,3.0,1.0,64,0
12,5,0.4859891964888589,0.6097231600270088,0.7223160027008778,0.8185347738014855,,10,3.0,1.0,64,0
12,6,0.4593180283592168,0.5776502363268062,0.6910871033085753,0.7964213369345037,,10,3.0,1.0,64,0
12,7,0.4827819041188386,0.6082039162727887,0.7221471978392978,0.8057056043214045,,10,3.0,1.0,64,0
12,8,0.4745104659014179,0.6043214044564483,0.7143821742066172,0.8141458474004052,,10,3.0,1.0,64,0
12,9,0.4719783929777178,0.6017893315327482,0.7137069547602971,0.7991222147197841,,10,3.0,1.0,64,0
13,0,0.2775151924375422,0.4002363268062121,0.5324105334233626,0.6706617150573937,,10,3.0,3.0,64,0
13,1,0.3772788656313302,0.4974679270762998,0.6272788656313302,0.7400405131667792,,10,3.0,3.0,64,0
13,2,0.4061444969615125,0.5332545577312626,0.6549628629304524,0.7672180958811614,,10,3.0,3.0,64,0
13,3,0.4350101282916948,0.5577312626603647,0.6718433490884538,0.7761647535449021,,10,3.0,3.0,64,0
13,4,0.4719783929777178,0.6029709655638082,0.7147197839297772,0.8127954085077651,,10,3.0,3.0,64,0
13,5,0.4572923700202566,0.5830519918973667,0.6991897366644161,0.799966239027684,,10,3.0,3.0,64,0
13,6,0.4883524645509791,0.6188386225523295,0.7292370020256583,0.824274139095206,,10,3.0,3.0,64,0
13,7,0.4861580013504389,0.6063470627954085,0.7199527346387576,0.8106009453072248,,10,3.0,3.0,64,0
13,8,0.4978055367994598,0.6193450371370696,0.7265361242403782,0.8190411883862255,,10,3.0,3.0,64,0
13,9,0.488183659689399,0.6166441593517893,0.7280553679945982,0.8208980418636057,,10,3.0,3.0,64,0
14,0,0.2267049291019581,0.337778528021607,0.4576299797434166,0.5916610398379474,,10,3.0,8.0,64,0
14,1,0.16424713031735313,0.24966239027684,0.3516205266711681,0.4785617825793383,,10,3.0,8.0,64,0
14,2,0.19783929777177586,0.2830857528696826,0.39213369345037136,0.5167116812964213,,10,3.0,8.0,64,0
14,3,0.2371708305199189,0.3350776502363268,0.4461512491559757,0.5739365293720459,,10,3.0,8.0,64,0
14,4,0.2702565833896016,0.3708642808912896,0.4849763673193788,0.6085415259959487,,10,3.0,8.0,64,0
14,5,0.2893315327481432,0.3907832545577313,0.5092842673869007,0.638251181634031,,10,3.0,8.0,64,0
14,6,0.33963538149898714,0.4562795408507765,0.5801823092505064,0.700033760972316,,10,3.0,8.0,64,0
14,7,0.3553342336259284,0.4689399054692775,0.5901417960837272,0.7115124915597569,,10,3.0,8.0,64,0
14,8,0.3450371370695476,0.4713031735313977,0.5953747467927076,0.7145509790681972,,10,3.0,8.0,64,0
14,9,0.2513504388926401,0.3555030384875084,0.4772113436866982,0.6075286968264686,,10,3.0,8.0,64,0
15,0,0.3203916272788656,0.4415935178933153,0.5710668467251857,0.7044226873733963,,10,8.0,1.0,64,0
15,1,0.4054692775151925,0.5300472653612424,0.6532748143146523,0.7692437542201216,,10,8.0,1.0,64,0
15,2,0.43703578663065495,0.5606009453072248,0.6801147873058744,0.7785280216070223,,10,8.0,1.0,64,0
15,3,0.4589804186360567,0.587609723160027,0.7071235651586766,0.8133018230925051,,10,8.0,1.0,64,0
15,4,0.4692775151924376,0.5909858203916273,0.7052667116812964,0.8063808237677245,,10,8.0,1.0,64,0
15,5,0.4986495611073599,0.6272788656313302,0.7432478055367995,0.8295070898041864,,10,8.0,1.0,64,0
15,6,0.4697839297771776,0.6048278190411884,0.7261985145172181,0.8230925050641459,,10,8.0,1.0,64,0
15,7,0.4839635381498987,0.6097231600270088,0.7219783929777177,0.8254557731262661,,10,8.0,1.0,64,0
15,8,0.4898717083051992,0.6109047940580689,0.7302498311951384,0.8303511141120864,,10,8.0,1.0,64,0
15,9,0.5021944632005402,0.6259284267386901,0.7390276839972991,0.8308575286968265,,10,8.0,1.0,64,0
16,0,0.2835921674544227,0.3973666441593518,0.5200877785280216,0.6566509115462525,,10,8.0,3.0,64,0
16,1,0.3055367994598244,0.4159351789331533,0.5440580688723835,0.6662727886563133,,10,8.0,3.0,64,0
16,2,0.2564145847400405,0.3627616475354489,0.4858203916272789,0.6166441593517893,,10,8.0,3.0,64,0
16,3,0.2974341661039838,0.4113774476704929,0.5366306549628629,0.6561444969615124,,10,8.0,3.0,64,0
16,4,0.34301147873058746,0.4584740040513167,0.5867656988521269,0.7133693450371371,,10,8.0,3.0,64,0
16,5,0.3629304523970289,0.4816002700877785,0.6070222822417286,0.7218095881161377,,10,8.0,3.0,64,0
16,6,0.3646185010128292,0.4902093180283592,0.6073598919648886,0.7290681971640783,,10,8.0,3.0,64,0
16,7,0.3973666441593518,0.5183997299122215,0.6352126941255908,0.7398717083051992,,10,8.0,3.0,64,0
16,8,0.38690074274139097,0.5108035111411209,0.6362255232950709,0.7481431465226198,,10,8.0,3.0,64,0
16,9,0.41357191087103307,0.5427076299797434,0.6635719108710331,0.7638419986495611,,10,8.0,3.0,64,0
17,0,0.2508440243079001,0.3673193787981094,0.5020256583389602,0.6338622552329507,,10,8.0,8.0,64,0
17,1,0.300135043889264,0.4063133018230925,0.5305536799459825,0.662559081701553,,10,8.0,8.0,64,0
17,2,0.0926738690074274,0.1475354490209318,0.2349763673193788,0.3457123565158677,,10,8.0,8.0,64,0
17,3,0.1812964213369345,0.27312626603646184,0.3863943281566509,0.5065833896016205,,10,8.0,8.0,64,0
17,4,0.1574949358541526,0.2405469277515193,0.3509453072248481,0.4773801485482782,,10,8.0,8.0,64,0
17,5,0.18079000675219448,0.2685685347738015,0.3814989871708305,0.5145172180958811,,10,8.0,8.0,64,0
17,6,0.14348413234301147,0.21590141796083728,0.30908170155300474,0.4296083727211344,,10,8.0,8.0,64,0
17,7,0.19851451721809588,0.28798109385550297,0.3963538149898717,0.5158676569885212,,10,8.0,8.0,64,0
17,8,0.2395340985820392,0.3365968939905469,0.450371370695476,0.5693787981093855,,10,8.0,8.0,64,0
17,9,0.24561107359891965,0.3428426738690074,0.4606684672518568,0.5909858203916273,,10,8.0,8.0,64,0
18,0,0.4258946657663741,0.5509790681971639,0.6782579338284943,0.786968264686023,,1,1.0,1.0,64,1
18,1,0.4662390276839973,0.5921674544226874,0.7147197839297772,0.812288993923025,,1,1.0,1.0,64,1
18,2,0.4699527346387576,0.5975692099932478,0.7231600270087779,0.8165091154625254,,1,1.0,1.0,64,1
18,3,0.4756920999324781,0.6028021607022283,0.7218095881161377,0.8200540175557056,,1,1.0,1.0,64,1
18,4,0.4853139770425388,0.611580013504389,0.7261985145172181,0.8220796758946658,,1,1.0,1.0,64,1
18,5,0.4886900742741391,0.613099257258609,0.7348075624577988,0.8229237002025659,,1,1.0,1.0,64,1
18,6,0.486833220796759,0.6154625253207292,0.7241728561782579,0.8185347738014855,,1,1.0,1.0,64,1
18,7,0.50050641458474,0.6249155975692099,0.7326130992572586,0.8237677245104659,,1,1.0,1.0,64,1
18,8,0.4800810263335584,0.6168129642133694,0.7285617825793382,0.8205604321404456,,1,1.0,1.0,64,1
18,9,0.5016880486158002,0.6227211343686698,0.7307562457798784,0.8252869682646861,,1,1.0,1.0,64,1
18,10,0.4962862930452397,0.6196826468602296,0.7354827819041189,0.8232613099257259,,1,1.0,1.0,64,1
18,11,0.4888588791357191,0.6073598919648886,0.7299122214719784,0.8154962862930453,,1,1.0,1.0,64,1
18,12,0.4935854152599594,0.6191762322754896,0.7302498311951384,0.8203916272788656,,1,1.0,1.0,64,1
18,13,0.4858203916272789,0.613099257258609,0.7278865631330182,0.8158338960162053,,1,1.0,1.0,64,1
18,14,0.48784604996623904,0.613099257258609,0.7297434166103984,0.8205604321404456,,1,1.0,1.0,64,1
19,0,0.3365968939905469,0.4650573936529372,0.599594868332208,0.7349763673193788,,1,3.0,3.0,64,1
19,1,0.3683322079675895,0.4957798784604997,0.6299797434166104,0.7581026333558406,,1,3.0,3.0,64,1
19,2,0.3838622552329507,0.5151924375422012,0.6347062795408508,0.7533760972316003,,1,3.0,3.0,64,1
19,3,0.4042876434841323,0.5290344361917623,0.6524307900067522,0.7678933153274814,,1,3.0,3.0,64,1
19,4,0.4326468602295746,0.5575624577987845,0.6789331532748143,0.786799459824443,,1,3.0,3.0,64,1
19,5,0.4556043214044565,0.5813639432815665,0.7029034436191762,0.8079000675219447,,1,3.0,3.0,64,1
19,6,0.4844699527346388,0.6154625253207292,0.7300810263335584,0.8220796758946658,,1,3.0,3.0,64,1
19,7,0.4983119513841999,0.6235651586765699,0.7354827819041189,0.8328831870357867,,1,3.0,3.0,64,1
19,8,0.5033760972316003,0.6316677920324105,0.7508440243079001,0.8377785280216071,,1,3.0,3.0,64,1
19,9,0.5094530722484808,0.6330182309250506,0.7471303173531397,0.8401417960837272,,1,3.0,3.0,64,1
19,10,0.5165428764348413,0.636731937879811,0.7559081701553004,0.8450371370695476,,1,3.0,3.0,64,1
19,11,0.5185685347738015,0.6428089128966914,0.7577650236326806,0.8465563808237677,,1,3.0,3.0,64,1
19,12,0.5180621201890614,0.6466914247130318,0.7635043889264008,0.8511141120864281,,1,3.0,3.0,64,1
19,13,0.5168804861580013,0.6583389601620526,0.7650236326806212,0.8565158676569885,,1,3.0,3.0,64,1
19,14,0.5265023632680621,0.6510803511141121,0.762153950033761,0.8516205266711682,,1,3.0,3.0,64,1
20,0,0.3222484807562458,0.4422687373396354,0.5735989196488859,0.7089804186360568,,1,8.0,8.0,64,1
20,1,0.3570222822417285,0.4827819041188386,0.6185010128291695,0.7417285617825793,,1,8.0,8.0,64,1
20,2,0.3671505739365294,0.4930790006752194,0.6166441593517893,0.738014854827819,,1,8.0,8.0,64,1
20,3,0.3860567184334909,0.5113099257258609,0.6390952059419311,0.7575962187711006,,1,8.0,8.0,64,1
20,4,0.3836934503713707,0.5065833896016205,0.6314989871708305,0.7474679270762998,,1,8.0,8.0,64,1
20,5,0.3487508440243079,0.4787305874409183,0.6065158676569885,0.725016880486158,,1,8.0,8.0,64,1
20,6,0.3739027683997299,0.4918973666441594,0.6212018906144497,0.737846049966239,,1,8.0,8.0,64,1
20,7,0.3685010128291695,0.4888588791357191,0.6156313301823092,0.7427413909520594,,1,8.0,8.0,64,1
20,8,0.3759284267386901,0.5010128291694801,0.6217083051991897,0.7407157326130993,,1,8.0,8.0,64,1
20,9,0.4025995948683322,0.5298784604996624,0.6441593517893315,0.7594530722484808,,1,8.0,8.0,64,1
20,10,0.4154287643484133,0.5352802160702228,0.6586765698852127,0.7653612424037812,,1,8.0,8.0,64,1
20,11,0.412221471978393,0.5398379473328832,0.6607022282241729,0.7705941931127617,,1,8.0,8.0,64,1
20,12,0.4181296421336935,0.5411883862255233,0.6639095205941931,0.774814314652262,,1,8.0,8.0,64,1
20,13,0.4228561782579338,0.5438892640108035,0.6669480081026333,0.7768399729912221,,1,8.0,8.0,64,1
20,14,0.4152599594868332,0.5442268737339635,0.6676232275489534,0.7813977042538826,,1,8.0,8.0,64,1
21,0,0.4258946657663741,0.5521607022282242,0.6750506414584739,0.7839297771775827,,10,1.0,1.0,64,1
21,1,0.4483457123565159,0.5666779203241054,0.6937879810938555,0.800135043889264,,10,1.0,1.0,64,1
21,2,0.4459824442943957,0.5710668467251857,0.6920999324780553,0.7954085077650236,,10,1.0,1.0,64,1
21,3,0.4488521269412559,0.5700540175557056,0.6953072248480756,0.7960837272113437,,10,1.0,1.0,64,1
21,4,0.4424375422012154,0.5643146522619852,0.6880486158001351,0.8003038487508441,,10,1.0,1.0,64,1
21,5,0.4463200540175557,0.5708980418636057,0.6841661039837947,0.7908507765023632,,10,1.0,1.0,64,1
21,6,0.4409182984469953,0.5712356515867657,0.6885550303848751,0.7886563133018231,,10,1.0,1.0,64,1
21,7,0.4461512491559757,0.5776502363268062,0.6934503713706954,0.7930452397029034,,10,1.0,1.0,64,1
21,8,0.4351789331532748,0.5661715057393653,0.6831532748143146,0.7844361917623227,,10,1.0,1.0,64,1
21,9,0.4407494935854153,0.5675219446320054,0.6872045914922349,0.786968264686023,,10,1.0,1.0,64,1
21,10,0.449696151249156,0.5720796758946658,0.6829844699527347,0.787137069547603,,10,1.0,1.0,64,1
21,11,0.4388926401080352,0.5638082376772451,0.675557056043214,0.7808912896691425,,10,1.0,1.0,64,1
21,12,0.4449696151249156,0.562457798784605,0.6819716407832546,0.7918636056718433,,10,1.0,1.0,64,1
21,13,0.4439567859554355,0.5692099932478055,0.6816340310600946,0.787812288993923,,10,1.0,1.0,64,1
21,14,0.44294395678595533,0.5656650911546253,0.6828156650911547,0.7812288993923024,,10,1.0,1.0,64,1
22,0,0.337947332883187,0.4682646860229575,0.599257258609048,0.7336259284267387,,10,3.0,3.0,64,1
22,1,0.3691762322754895,0.5030384875084403,0.6316677920324105,0.7564145847400405,,10,3.0,3.0,64,1
22,2,0.38723835246455096,0.5158676569885212,0.6461850101282917,0.7574274139095206,,10,3.0,3.0,64,1
22,3,0.4164415935178933,0.5438892640108035,0.6618838622552329,0.7758271438217421,,10,3.0,3.0,64,1
22,4,0.4343349088453747,0.5639770425388251,0.6868669817690749,0.7947332883187036,,10,3.0,3.0,64,1
22,5,0.4523970290344362,0.5810263335584065,0.7052667116812964,0.8114449696151249,,10,3.0,3.0,64,1
22,6,0.4851451721809588,0.6168129642133694,0.7346387575962188,0.8284942606347063,,10,3.0,3.0,64,1
22,7,0.4918973666441594,0.6188386225523295,0.7400405131667792,0.8330519918973667,,10,3.0,3.0,64,1
22,8,0.4959486833220797,0.6267724510465902,0.7523632680621202,0.8450371370695476,,10,3.0,3.0,64,1
22,9,0.5091154625253207,0.6289669142471304,0.7491559756920999,0.8398041863605672,,10,3.0,3.0,64,1
22,10,0.512153950033761,0.6407832545577312,0.7518568534773802,0.8433490884537475,,10,3.0,3.0,64,1
22,11,0.5064145847400405,0.6353814989871708,0.7586090479405807,0.8487508440243079,,10,3.0,3.0,64,1
